Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
7,"M1,M2",CY139016,Yes,1002,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
4,HA,CY139014,Yes,1713,(H4),08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
8,"NS1,NS2",CY139020,Yes,853,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
6,NA,CY139017,Yes,1439,(N6),08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
1,PB2,CY139023,Yes,2307,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
2,"PB1,PB1-F2,PB1-N40",CY139022,Yes,2315,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
6,NA,CY139018,Yes,1413,(N8),08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
5,NP,CY139019,Yes,1536,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139021,Yes,2201,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139029,Yes,2208,H3N8,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00495/2010
8,"NS1,NS2",CY139028,Yes,853,H3N8,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00495/2010
4,HA,CY139024,Yes,1740,H3N8,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00495/2010
5,NP,CY139027,Yes,1536,H3N8,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00495/2010
1,PB2,CY139031,Yes,2307,H3N8,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00495/2010
6,NA,CY139026,Yes,1424,H3N8,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00495/2010
2,"PB1,PB1-F2,PB1-N40",CY139030,Yes,2311,H3N8,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00495/2010
7,"M1,M2",CY139025,Yes,982,H3N8,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00495/2010
7,"M1,M2",CY139100,Yes,1002,H3N7,08/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00593/2010
2,"PB1,PB1-F2,PB1-N40",CY139105,Yes,2316,H3N7,08/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00593/2010
1,PB2,CY139106,Yes,2316,H3N7,08/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00593/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139104,Yes,2208,H3N7,08/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00593/2010
5,NP,CY139102,Yes,1531,H3N7,08/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00593/2010
8,"NS1,NS2",CY139103,Yes,865,H3N7,08/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00593/2010
6,NA,CY139101,Yes,1433,H3N7,08/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00593/2010
4,HA,CY139099,Yes,1740,H3N7,08/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00593/2010
4,HA,CY139319,Yes,1713,H4N6,09/13/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00854/2010
5,NP,CY139322,Yes,1541,H4N6,09/13/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00854/2010
6,NA,CY139321,Yes,1438,H4N6,09/13/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00854/2010
7,"M1,M2",CY139320,Yes,1002,H4N6,09/13/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00854/2010
2,"PB1,PB1-F2,PB1-N40",CY139325,Yes,2314,H4N6,09/13/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00854/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139324,Yes,2208,H4N6,09/13/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00854/2010
8,"NS1,NS2",CY139323,Yes,865,H4N6,09/13/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00854/2010
1,PB2,CY139326,Yes,2316,H4N6,09/13/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00854/2010
1,PB2,CY139359,Yes,2307,H4N9,09/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00879/2010
5,NP,CY139355,Yes,1540,H4N9,09/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00879/2010
8,"NS1,NS2",CY139356,Yes,865,H4N9,09/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00879/2010
6,NA,CY139354,Yes,1430,H4N9,09/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00879/2010
4,HA,CY139352,Yes,1705,H4N9,09/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00879/2010
7,"M1,M2",CY139353,Yes,1002,H4N9,09/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00879/2010
2,"PB1,PB1-F2,PB1-N40",CY139358,Yes,2316,H4N9,09/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00879/2010
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY139357,Yes,2208,H4N9,09/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00879/2010(H4N9)
6,NA,CY139405,Yes,1435,(N8),09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139408,Yes,2208,mixed,09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
2,"PB1,PB1-F2,PB1-N40",CY139409,Yes,2316,mixed,09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
4,HA,CY139401,Yes,1740,(H3),09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
1,PB2,CY139410,Yes,2316,mixed,09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
6,NA,CY139404,Yes,1437,(N7),09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
5,NP,CY139406,Yes,1537,mixed,09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
8,"NS1,NS2",CY139407,Yes,865,mixed,09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
7,"M1,M2",CY139403,Yes,1002,mixed,09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
4,HA,CY139402,Yes,1703,(H10),09/14/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00913/2010
4,HA,CY139476,Yes,1705,(H4),09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139485,Yes,2195,mixed,09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
5,NP,CY139482,Yes,1536,mixed,09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
2,"PB1,PB1-F2,PB1-N40",CY139486,Yes,2316,mixed,09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
6,NA,CY139480,Yes,1428,(N8),09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
1,PB2,CY139487,Yes,2307,mixed,09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
7,"M1,M2",CY139477,Yes,1002,mixed,09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
1,PB2,CY139488,Yes,2307,mixed,09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
6,NA,CY139479,Yes,1439,(N6),09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
8,"NS1,NS2",CY139483,Yes,865,mixed,09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
6,NA,CY139478,Yes,1439,(N2),09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
5,NP,CY139481,Yes,1540,mixed,09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139484,Yes,2208,mixed,09/15/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00960/2010
6,NA,CY139499,Yes,1428,H4N8,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00979/2010
7,"M1,M2",CY139498,Yes,1002,H4N8,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00979/2010
2,"PB1,PB1-F2,PB1-N40",CY139503,Yes,2315,H4N8,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00979/2010
1,PB2,CY139504,Yes,2307,H4N8,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00979/2010
8,"NS1,NS2",CY139501,Yes,865,H4N8,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00979/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139502,Yes,2208,H4N8,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00979/2010
5,NP,CY139500,Yes,1536,H4N8,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00979/2010
4,HA,CY139497,Yes,1705,H4N8,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00979/2010
6,NA,CY139542,Yes,1439,(N6),09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139547,Yes,2208,mixed,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
7,"M1,M2",CY139541,Yes,1002,mixed,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
4,HA,CY139539,Yes,1713,(H4),09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
8,"NS1,NS2",CY139545,Yes,865,mixed,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
6,NA,CY139543,Yes,1430,(N9),09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
4,HA,CY139540,Yes,1709,(H11),09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
5,NP,CY139544,Yes,1540,mixed,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY139546,Yes,2208,mixed,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
2,"PB1,PB1-F2,PB1-N40",CY139548,Yes,2316,mixed,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
1,PB2,CY139549,Yes,2307,mixed,09/16/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00992/2010
7,"M1,M2",CY129351,Yes,1002,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02293/2007
6,NA,CY129352,Yes,1439,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02293/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY129355,Yes,2208,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02293/2007
4,HA,CY129350,Yes,1707,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02293/2007
2,"PB1,PB1-F2,PB1-N40",CY129356,Yes,2316,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02293/2007
1,PB2,CY129357,Yes,2307,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02293/2007
5,NP,CY129353,Yes,1540,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02293/2007
8,"NS1,NS2",CY129354,Yes,865,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02293/2007
2,"PB1,PB1-F2,PB1-N40",CY128704,Yes,2311,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02294/2007
7,"M1,M2",CY128699,Yes,990,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02294/2007
4,HA,CY128698,Yes,1707,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02294/2007
1,PB2,CY128705,Yes,2303,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02294/2007
8,"NS1,NS2",CY128702,Yes,850,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02294/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY128703,Yes,2202,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02294/2007
6,NA,CY128700,Yes,1437,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02294/2007
5,NP,CY128701,Yes,1540,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02294/2007
5,NP,CY129121,Yes,1540,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02311/2007
2,"PB1,PB1-F2,PB1-N40",CY129124,Yes,2316,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02311/2007
4,HA,CY129118,Yes,1707,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02311/2007
8,"NS1,NS2",CY129122,Yes,865,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02311/2007
7,"M1,M2",CY129119,Yes,1002,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02311/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY129123,Yes,2208,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02311/2007
1,PB2,CY129125,Yes,2307,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02311/2007
6,NA,CY129120,Yes,1439,H4N6,08/20/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02311/2007
2,"PB1,PB1-F2,PB1-N40",CY128695,Yes,2293,mixed,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
8,"NS1,NS2",CY128692,Yes,865,mixed,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
5,NP,CY128690,Yes,1540,mixed,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
1,PB2,CY128696,Yes,2309,mixed,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
6,NA,CY128688,Yes,1437,(N6),09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
5,NP,CY128691,Yes,1540,mixed,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
1,PB2,CY128697,Yes,2292,mixed,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY128694,Yes,2208,mixed,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
4,HA,CY128685,Yes,1707,(H4),09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
7,"M1,M2",CY128687,Yes,993,mixed,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
8,"NS1,NS2",CY128693,Yes,850,mixed,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
4,HA,CY128686,Yes,1727,(H3),09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
6,NA,CY128689,Yes,1420,(N8),09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02743/2007
7,"M1,M2",CY129303,Yes,991,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02747/2007
6,NA,CY129304,Yes,1435,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02747/2007
2,"PB1,PB1-F2,PB1-N40",CY129308,Yes,2295,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02747/2007
5,NP,CY129305,Yes,1540,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02747/2007
8,"NS1,NS2",CY129306,Yes,865,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02747/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY129307,Yes,2196,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02747/2007
4,HA,CY129302,Yes,1728,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02747/2007
1,PB2,CY129309,Yes,2295,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/02747/2007
1,PB2,CY129045,Yes,2316,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03396/2009
5,NP,CY129041,Yes,1537,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03396/2009
8,"NS1,NS2",CY129042,Yes,865,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03396/2009
6,NA,CY129040,Yes,1424,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03396/2009
2,"PB1,PB1-F2,PB1-N40",CY129044,Yes,2316,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03396/2009
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY129043,Yes,2208,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03396/2009
4,HA,CY129038,Yes,1740,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03396/2009
7,"M1,M2",CY129039,Yes,1002,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03396/2009
2,"PB1,PB1-F2,PB1-N40",CY129004,Yes,2316,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03397/2009
8,"NS1,NS2",CY129002,Yes,865,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03397/2009
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY129003,Yes,2208,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03397/2009
4,HA,CY128998,Yes,1740,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03397/2009
7,"M1,M2",CY128999,Yes,1002,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03397/2009
5,NP,CY129001,Yes,1537,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03397/2009
6,NA,CY129000,Yes,1424,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03397/2009
1,PB2,CY129005,Yes,2307,H3N8,08/09/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03397/2009
6,NA,CY128558,Yes,1424,H3N8,08/14/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03482/2009
5,NP,CY128559,Yes,1535,H3N8,08/14/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03482/2009
1,PB2,CY128563,Yes,2316,H3N8,08/14/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03482/2009
8,"NS1,NS2",CY128560,Yes,865,H3N8,08/14/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03482/2009
7,"M1,M2",CY128557,Yes,1002,H3N8,08/14/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03482/2009
4,HA,CY128556,Yes,1740,H3N8,08/14/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03482/2009
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY128561,Yes,2208,H3N8,08/14/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03482/2009
2,"PB1,PB1-F2,PB1-N40",CY128562,Yes,2316,H3N8,08/14/2009,IRD:Mallard/Avian,Canada,-N/A-,08-09,A/mallard/New Brunswick/03482/2009
6,NA,CY129368,Yes,1433,H10N7,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04394/2007
5,NP,CY129369,Yes,1537,H10N7,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04394/2007
2,"PB1,PB1-F2,PB1-N40",CY129372,Yes,2316,H10N7,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04394/2007
1,PB2,CY129373,Yes,2313,H10N7,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04394/2007
7,"M1,M2",CY129367,Yes,1002,H10N7,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04394/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY129371,Yes,2196,H10N7,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04394/2007
4,HA,CY129366,Yes,1703,H10N7,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04394/2007
8,"NS1,NS2",CY129370,Yes,839,H10N7,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04394/2007
2,"PB1,PB1-F2,PB1-N40",CY128712,Yes,2295,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04400/2007
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY128711,Yes,2182,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04400/2007
5,NP,CY128709,Yes,1540,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04400/2007
6,NA,CY128708,Yes,1435,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04400/2007
4,HA,CY128706,Yes,1728,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04400/2007
1,PB2,CY128713,Yes,2292,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04400/2007
7,"M1,M2",CY128707,Yes,991,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04400/2007
8,"NS1,NS2",CY128710,Yes,865,H3N8,09/04/2007,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/04400/2007
